customer_name,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,has_loyalty_card
Cathryn Caldwell,0.0,0.0,2.0,4.0,22000.0,,18.0,1009.0,138.0,186.0,663.0,410.0,267.0,141.0,183.0,79.0,0.2082695673745201,2019.0,38.723148549588245,-9.194445836185444,64.0,1,0.0,24997.0,1
Pierre Walker,0.0,0.0,0.0,1.0,3133.0,7396.0,22.0,102.0,450.0,1192.0,805.0,1143.0,323.0,1741.0,939.0,105.0,0.2524991413771402,2021.0,38.75420434489146,-9.199008876340695,62.0,0,0.0,17224.0,1
Karen Farrington,0.0,0.0,1.0,2.0,8371.0,13524.0,20.0,178.0,491.0,1339.0,747.0,1021.0,424.0,1254.0,363.0,18.0,0.3100595705251964,2018.0,38.77528722014459,-9.174417420867004,30.0,1,0.0,27712.0,1
Phd. Nicholas Townsend,0.0,1.0,2.0,5.0,13133.0,429.0,11.0,228.0,422.0,702.0,615.0,665.0,1096.0,44.0,253.0,155.0,0.6136163129830605,2019.0,38.70671392676401,-9.142190523811395,77.0,0,1.0,17587.0,0
Tiffany Kelly,0.0,0.0,1.0,6.0,14311.0,437.0,15.0,314.0,197.0,178.0,976.0,297.0,729.0,338.0,415.0,95.0,0.4640957256523469,2012.0,38.73855248374697,-9.13489048713075,39.0,1,0.0,18192.0,1
Bsc. Rita Brown,0.0,1.0,0.0,4.0,20289.0,2028.0,7.0,1920.0,740.0,47.0,259.0,59.0,2007.0,129.0,762.0,50.0,,2016.0,38.75601671488761,-9.188630846982988,68.0,1,1.0,28240.0,1
Angela Rico,0.0,1.0,2.0,5.0,5218.0,407.0,9.0,1295.0,150.0,130.0,1010.0,219.0,657.0,168.0,239.0,14.0,,2017.0,38.74131004102719,-9.125347777075152,75.0,1,1.0,9493.0,1
Msc. Nathan Davidson,4.0,4.0,0.0,2.0,39308.0,5019.0,10.0,458.0,1172.0,1691.0,1373.0,1546.0,746.0,446.0,247.0,237.0,0.157390589065526,2010.0,38.77467721963336,-9.146625498701386,77.0,0,8.0,52006.0,1
Sherwood Porter,1.0,0.0,1.0,3.0,548.0,355.0,16.0,119.0,184.0,73.0,571.0,173.0,55.0,114.0,261.0,57.0,0.8006105725645989,2012.0,38.73347010137356,-9.185169186889624,32.0,0,1.0,2453.0,0
Aimee Manning,0.0,0.0,0.0,7.0,19653.0,206.0,12.0,515.0,86.0,220.0,1048.0,494.0,800.0,205.0,221.0,50.0,0.7808168409951599,2018.0,38.709040709009,-9.12651536217756,29.0,1,0.0,23448.0,1
Msc. Robert Batiste,1.0,1.0,6.0,5.0,13494.0,556.0,19.0,217.0,398.0,451.0,366.0,461.0,909.0,344.0,18.0,132.0,0.3682975059463205,2014.0,38.72478671187292,-9.062366521223998,82.0,0,2.0,17214.0,0
Msc. Thomas White,0.0,0.0,1.0,6.0,15824.0,164.0,17.0,645.0,230.0,682.0,560.0,1178.0,883.0,107.0,406.0,197.0,0.8665782602258241,2015.0,38.77316084189455,-9.10330622481845,69.0,0,0.0,20679.0,0
Miguel Unterreiner,0.0,1.0,2.0,1.0,6734.0,3219.0,8.0,30.0,497.0,938.0,,1103.0,691.0,1297.0,437.0,105.0,0.2769968266737146,2020.0,38.75860735068141,-9.163361364507312,56.0,0,1.0,14946.0,1
Msc. John Browne,0.0,0.0,1.0,6.0,21539.0,1547.0,16.0,1114.0,197.0,1107.0,501.0,577.0,164.0,382.0,210.0,233.0,0.0647975737343006,2019.0,38.78835582815003,-9.105711574307,85.0,0,0.0,27338.0,0
Msc. Michelle Carrera,0.0,0.0,1.0,7.0,3847.0,1627.0,14.0,143.0,337.0,559.0,866.0,994.0,1099.0,348.0,320.0,186.0,0.298175437558794,2016.0,38.80140352272775,-9.16933296928594,40.0,1,0.0,10140.0,0
Peter Shade,3.0,0.0,6.0,2.0,10573.0,,8.0,203.0,170.0,1058.0,628.0,687.0,278.0,60.0,219.0,39.0,0.651657145054669,2021.0,38.74720253157982,-9.156968302848265,35.0,0,3.0,13876.0,0
Phd. Anna Brown,1.0,1.0,1.0,5.0,40336.0,2103.0,8.0,287.0,843.0,1120.0,,1048.0,525.0,2214.0,249.0,57.0,0.2529399709044637,2014.0,38.74024341992267,-9.15209054662025,75.0,1,2.0,48725.0,1
Cecelia Lyons,0.0,0.0,2.0,1.0,12337.0,15620.0,20.0,89.0,579.0,1222.0,782.0,1216.0,129.0,926.0,255.0,27.0,0.3052253835165186,2016.0,38.76727972860534,-9.148062760456392,47.0,1,0.0,33155.0,1
Leslie Layne,3.0,2.0,0.0,4.0,15208.0,473.0,8.0,717.0,153.0,86.0,1029.0,396.0,427.0,1026.0,192.0,51.0,0.9494955148564878,2019.0,38.72886366856865,-9.166697014633138,51.0,1,5.0,19707.0,1
Phd. Susan Hall,3.0,1.0,1.0,4.0,13836.0,3094.0,6.0,1926.0,610.0,391.0,45.0,8.0,162.0,177.0,351.0,140.0,0.1419708811401515,2017.0,38.7580925146948,-9.170238663688677,65.0,1,4.0,20600.0,1
Phd. Ross Gonzalez,1.0,1.0,1.0,1.0,15933.0,1566.0,7.0,2121.0,432.0,500.0,66.0,142.0,1246.0,,354.0,108.0,0.0700357438134689,2012.0,38.73591160809445,-9.19113074125055,59.0,0,2.0,22360.0,1
Deborah Andrews,0.0,2.0,1.0,2.0,6428.0,10711.0,19.0,511.0,492.0,413.0,738.0,1425.0,12.0,943.0,330.0,13.0,0.1531184527857327,2018.0,38.72811862769807,-9.148372302917226,28.0,1,2.0,22003.0,1
Scott Beltran,1.0,0.0,1.0,4.0,18103.0,275.0,14.0,145.0,134.0,115.0,615.0,369.0,562.0,641.0,282.0,51.0,0.7085651570101015,2027.0,38.72475425750896,-9.116606237026485,27.0,0,1.0,21241.0,1
Phd. Amy Lindburg,0.0,0.0,0.0,2.0,8876.0,1467.0,7.0,921.0,258.0,206.0,779.0,,382.0,42.0,266.0,82.0,0.079890970679241,2020.0,38.73581696121823,-9.150107073840388,71.0,1,0.0,13197.0,1
Bsc. Betty Gutierrez,2.0,1.0,2.0,1.0,311.0,5974.0,8.0,685.0,715.0,1375.0,1521.0,1888.0,95.0,353.0,352.0,380.0,0.0347995910755994,2008.0,38.75299403371551,-9.142369636203451,69.0,1,3.0,13269.0,1
Bsc. Jesse Arms,0.0,2.0,1.0,2.0,25071.0,1007.0,8.0,491.0,294.0,54.0,1000.0,857.0,935.0,71.0,502.0,230.0,0.1511367578474895,2002.0,38.749875882165846,-9.146398695066797,72.0,0,2.0,30282.0,1
Bsc. Nick Stanfield,1.0,1.0,0.0,2.0,29283.0,485.0,9.0,103.0,273.0,58.0,848.0,1049.0,874.0,145.0,381.0,207.0,0.2091725171599197,2015.0,38.73579569157032,-9.16186881586609,74.0,0,2.0,33499.0,1
Bsc. Felix Llewellyn,1.0,1.0,0.0,3.0,14500.0,2682.0,14.0,1774.0,461.0,475.0,22.0,56.0,818.0,180.0,372.0,97.0,0.1393829717227686,2014.0,38.75209192415339,-9.167951507575124,56.0,0,2.0,21340.0,1
Bsc. Adah Doss,1.0,0.0,1.0,4.0,19917.0,1460.0,11.0,437.0,110.0,994.0,610.0,163.0,248.0,298.0,124.0,16.0,0.5447486580018017,2016.0,38.75886131264691,-9.171574857533235,65.0,1,1.0,24361.0,0
Bsc. Alexander Sheffield,0.0,0.0,2.0,5.0,16906.0,1876.0,12.0,107.0,491.0,1052.0,192.0,,883.0,141.0,301.0,173.0,0.4910986656316825,2013.0,38.71101840013508,-9.174473520348895,41.0,0,0.0,21949.0,0
Msc. Sandy Winston,1.0,1.0,5.0,4.0,54305.0,1190.0,13.0,482.0,732.0,707.0,937.0,684.0,312.0,404.0,475.0,224.0,0.2998929098642079,2016.0,38.74047449377694,-9.167153517126597,42.0,0,2.0,60228.0,1
Phd. Eula Averitt,2.0,1.0,0.0,4.0,12000.0,693.0,9.0,2255.0,731.0,195.0,51.0,59.0,2035.0,,463.0,140.0,0.1302643428728546,2013.0,38.78587824598629,-9.078170800533492,80.0,1,3.0,18482.0,1
Ryan Mercer,0.0,0.0,0.0,1.0,5388.0,11843.0,23.0,192.0,739.0,1449.0,1225.0,1353.0,490.0,1429.0,488.0,41.0,0.2129254853996049,2021.0,38.77486612917832,-9.189396040167187,57.0,0,0.0,24596.0,1
Phd. Keith Tillman,1.0,3.0,1.0,2.0,30201.0,5963.0,15.0,10.0,290.0,468.0,1217.0,873.0,659.0,675.0,139.0,332.0,0.8351052571856152,2021.0,38.78202862297553,-9.187276595983734,66.0,0,4.0,40495.0,0
Francine Burch,0.0,0.0,1.0,1.0,11438.0,17194.0,23.0,94.0,768.0,86.0,773.0,239.0,190.0,1857.0,335.0,32.0,0.2929793912512562,2021.0,38.76827422641313,-9.17013869581704,46.0,1,0.0,32974.0,1
Ronald Pitts,0.0,1.0,1.0,1.0,12375.0,5722.0,13.0,201.0,656.0,836.0,1080.0,782.0,289.0,1350.0,193.0,66.0,0.1636464079026311,2014.0,38.7245908222412,-9.20151065861218,79.0,0,1.0,23484.0,1
Phd. Douglas Desimone,2.0,0.0,1.0,3.0,4837.0,2083.0,17.0,57.0,487.0,480.0,348.0,771.0,,,542.0,306.0,0.3073710049573864,2021.0,38.73886825213474,-9.141600120894282,70.0,0,2.0,9605.0,0
Dennis Gardner,0.0,0.0,2.0,5.0,11313.0,136.0,14.0,207.0,172.0,245.0,944.0,326.0,390.0,134.0,327.0,69.0,1.0,2004.0,38.755240606140426,-9.134597703506612,68.0,0,0.0,14194.0,1
Msc. Amber Moore,1.0,1.0,2.0,4.0,27662.0,5121.0,14.0,384.0,774.0,1411.0,1023.0,803.0,1054.0,382.0,367.0,343.0,0.640140797979907,2008.0,38.756364165869385,-9.143409758717118,52.0,1,2.0,38981.0,1
Msc. Joni Springle,1.0,1.0,1.0,3.0,5279.0,825.0,21.0,1541.0,439.0,493.0,86.0,63.0,744.0,111.0,275.0,72.0,0.1007131492793522,2014.0,38.7812245873791,-9.1962313175097,38.0,1,2.0,9856.0,1
Frances Hyde,0.0,0.0,0.0,2.0,14956.0,39.0,22.0,307.0,160.0,117.0,632.0,258.0,106.0,441.0,182.0,61.0,0.903343231483098,2004.0,38.73550251037421,-9.173508337101872,68.0,1,0.0,17198.0,1
Phd. Steve Jackson,1.0,1.0,1.0,5.0,14444.0,695.0,17.0,2079.0,332.0,414.0,48.0,100.0,1126.0,228.0,219.0,135.0,0.1027637468174375,2017.0,38.74654442284018,-9.181346693286043,44.0,0,2.0,19685.0,1
Rose Burrows,1.0,1.0,0.0,5.0,6597.0,444.0,7.0,101.0,64.0,208.0,801.0,499.0,786.0,123.0,124.0,16.0,0.5484733067005261,2018.0,38.784878383319615,-9.188592241970271,43.0,1,2.0,9747.0,1
Msc. Becky Mccandless,1.0,0.0,1.0,1.0,19980.0,3317.0,20.0,1553.0,295.0,343.0,39.0,84.0,758.0,137.0,355.0,116.0,0.1837495032693108,2011.0,38.75561659849521,-9.190500482069002,46.0,1,1.0,26861.0,1
Evelyn Espy,1.0,0.0,0.0,2.0,10583.0,4671.0,22.0,28.0,128.0,753.0,895.0,1527.0,185.0,1743.0,276.0,69.0,0.3310626700250194,2018.0,38.72435430502756,-9.196142204142598,57.0,1,1.0,20789.0,1
Phd. Oscar Mcgrew,1.0,0.0,0.0,4.0,21367.0,708.0,8.0,489.0,804.0,744.0,733.0,430.0,850.0,209.0,589.0,277.0,0.5174682392203088,2017.0,38.80703757830925,-9.15873863943837,36.0,0,1.0,26923.0,0
Bsc. Kathy Fairey,2.0,1.0,2.0,4.0,31738.0,202.0,8.0,292.0,708.0,635.0,1287.0,1703.0,785.0,279.0,307.0,398.0,0.5848669549174117,2010.0,38.77133342891671,-9.158001532529155,72.0,1,3.0,37936.0,1
Ernesto Reid,1.0,1.0,0.0,4.0,6437.0,722.0,11.0,935.0,160.0,235.0,1160.0,498.0,57.0,470.0,124.0,25.0,0.7403673914539365,2021.0,38.77451026338016,-9.125061399496731,43.0,0,2.0,10798.0,1
Jonathan Allen,1.0,0.0,1.0,5.0,16757.0,1215.0,15.0,518.0,215.0,144.0,568.0,587.0,414.0,242.0,136.0,26.0,0.8044346254010853,2009.0,38.75717520632997,-9.166458121232822,57.0,0,1.0,20796.0,1
Msc. Linda Lembrick,1.0,1.0,1.0,4.0,1419.0,4054.0,17.0,1764.0,295.0,512.0,64.0,76.0,1297.0,180.0,266.0,87.0,0.0277505248482471,2017.0,38.76632552011189,-9.120897750198694,48.0,1,2.0,9927.0,1
Clifton Buckner,2.0,2.0,2.0,2.0,9131.0,1606.0,7.0,817.0,107.0,378.0,479.0,94.0,342.0,106.0,258.0,72.0,0.2302794066072533,2014.0,38.74690445772167,-9.156321611665804,33.0,0,4.0,13318.0,0
Msc. William Swanson,1.0,1.0,1.0,3.0,9266.0,1850.0,11.0,1980.0,548.0,442.0,27.0,95.0,1299.0,185.0,306.0,86.0,0.0812831994576191,2016.0,38.73204221334672,-9.164349191579408,53.0,0,2.0,15998.0,1
Bsc. Richard Monterrano,2.0,4.0,0.0,4.0,10977.0,6440.0,7.0,1045.0,1026.0,1639.0,2086.0,996.0,356.0,466.0,233.0,378.0,0.0028577294765058,2015.0,38.718474994655104,-9.182847801708563,67.0,0,6.0,25264.0,1
Msc. Beulah Milano,1.0,1.0,0.0,4.0,20774.0,106.0,6.0,318.0,945.0,460.0,1220.0,1201.0,1143.0,304.0,527.0,148.0,0.5644699738241025,2009.0,38.783617991402735,-9.152984729879586,79.0,1,2.0,26998.0,1
Bsc. Marina Robbins,1.0,1.0,0.0,1.0,27686.0,1089.0,7.0,951.0,243.0,93.0,874.0,569.0,358.0,276.0,693.0,172.0,0.0966220729495266,2012.0,38.75812677079568,-9.13831394310398,54.0,1,2.0,32832.0,1
Matthew Delk,3.0,1.0,1.0,4.0,6790.0,3.0,14.0,1020.0,132.0,211.0,947.0,171.0,773.0,197.0,481.0,52.0,1.0,2009.0,38.74429622257169,-9.168016292575205,40.0,0,4.0,10725.0,0
Msc. Felicia Dellinger,1.0,1.0,0.0,6.0,8063.0,2197.0,8.0,167.0,541.0,541.0,355.0,515.0,465.0,246.0,338.0,281.0,0.7188205112731869,2017.0,38.75698254571245,-9.13423558939608,55.0,1,2.0,13428.0,0
Msc. Nolan Brewer,0.0,0.0,1.0,1.0,25868.0,667.0,8.0,626.0,424.0,585.0,502.0,582.0,1078.0,297.0,482.0,234.0,0.2695624539595557,2011.0,38.736623850068696,-9.155164267328871,85.0,0,0.0,31111.0,1
Msc. James Michael,1.0,0.0,1.0,5.0,143.0,593.0,16.0,304.0,566.0,410.0,653.0,357.0,686.0,251.0,401.0,168.0,0.1290479592872918,2019.0,38.72779332842745,-9.139233108460411,60.0,0,1.0,4364.0,0
Bsc. Robert Morgan,1.0,1.0,0.0,1.0,13884.0,1823.0,12.0,1917.0,439.0,293.0,90.0,38.0,895.0,194.0,305.0,72.0,0.0874498899285355,2013.0,38.73151120491136,-9.18515658927974,74.0,0,2.0,19878.0,1
Phd. Jonathan Ray,0.0,2.0,1.0,4.0,8193.0,184.0,8.0,1246.0,768.0,163.0,21.0,49.0,2941.0,118.0,476.0,115.0,0.1431901973058951,2013.0,38.77285515679831,-9.17052158413071,57.0,0,2.0,14159.0,1
Phd. Michael Durbin,1.0,1.0,1.0,1.0,5053.0,4311.0,21.0,2256.0,469.0,511.0,,169.0,388.0,208.0,314.0,128.0,0.1424706226640905,2010.0,38.726640174566455,-9.185228801923994,53.0,0,2.0,13679.0,1
Phd. Sharla Copeland,2.0,1.0,1.0,6.0,8634.0,1499.0,6.0,342.0,555.0,1727.0,732.0,416.0,939.0,250.0,409.0,298.0,0.8445879782513883,2018.0,38.77655326232435,-9.139184660955816,67.0,1,3.0,15503.0,0
Msc. James Heacock,1.0,5.0,3.0,6.0,2141.0,2954.0,8.0,943.0,718.0,1810.0,1396.0,875.0,1360.0,273.0,328.0,411.0,0.181379527459034,2016.0,38.71401891937182,-9.1475147635722,48.0,0,6.0,12798.0,1
Sharon Howell,0.0,0.0,1.0,1.0,13650.0,14309.0,8.0,226.0,712.0,934.0,1115.0,245.0,169.0,1352.0,423.0,105.0,0.2382508740465204,2020.0,38.77520897282457,-9.150241468997276,75.0,1,0.0,33135.0,1
Phd. Steven Smith,1.0,1.0,1.0,3.0,15964.0,2702.0,11.0,1759.0,447.0,,63.0,62.0,38.0,167.0,315.0,79.0,0.1804115704550747,2017.0,38.76985898916406,-9.157854187398703,49.0,0,2.0,21517.0,1
Cathy Casteel,2.0,0.0,2.0,2.0,9524.0,218.0,11.0,531.0,281.0,578.0,216.0,251.0,138.0,99.0,405.0,61.0,0.8691823379998962,2021.0,38.74795348796279,-9.157404386128585,35.0,1,2.0,12241.0,0
Marvin Robertson,0.0,0.0,0.0,2.0,6920.0,18961.0,8.0,221.0,522.0,1325.0,1077.0,720.0,194.0,1330.0,135.0,81.0,0.0098899237280035,2016.0,38.72127077215719,-9.189276340851208,83.0,0,0.0,31405.0,1
Francisco Greene,2.0,1.0,1.0,1.0,5076.0,514.0,18.0,991.0,151.0,160.0,835.0,187.0,98.0,291.0,438.0,55.0,0.7679234507965385,2016.0,38.718878335535,-9.165239726206629,60.0,0,3.0,8741.0,1
Cynthia Williams,0.0,0.0,1.0,3.0,3428.0,28.0,20.0,734.0,133.0,237.0,724.0,274.0,214.0,425.0,225.0,21.0,1.0,2017.0,38.77029148241072,-9.162404620488209,61.0,1,0.0,6422.0,1
Bsc. Anna Butler,1.0,1.0,1.0,4.0,4723.0,1287.0,6.0,2324.0,560.0,513.0,70.0,69.0,1026.0,287.0,356.0,22.0,0.1503738012433759,2011.0,38.70949891829813,-9.161881830135354,46.0,1,2.0,11215.0,1
Sally Henry,1.0,1.0,0.0,4.0,14133.0,633.0,20.0,424.0,202.0,128.0,727.0,342.0,303.0,144.0,402.0,76.0,0.3212171856817722,2010.0,38.75066965911805,-9.145290685875986,62.0,1,2.0,17438.0,1
Maxine Friedman,0.0,0.0,0.0,2.0,11017.0,1202.0,16.0,55.0,129.0,1135.0,365.0,201.0,452.0,387.0,248.0,30.0,,2029.0,38.75031750487405,-9.151009094288783,25.0,1,0.0,15191.0,0
Debra Saum,1.0,1.0,0.0,3.0,16125.0,73.0,12.0,783.0,149.0,159.0,1033.0,301.0,639.0,8.0,555.0,12.0,1.0,2009.0,38.7383473640158,-9.19572043119758,78.0,1,2.0,19825.0,1
Msc. George Valdovinos,2.0,1.0,0.0,3.0,15750.0,917.0,14.0,1774.0,547.0,36.0,57.0,60.0,2686.0,173.0,553.0,74.0,,2014.0,38.75979292060797,-9.14917986486382,51.0,0,3.0,22553.0,1
Brian Varner,0.0,0.0,0.0,2.0,11232.0,810.0,23.0,137.0,470.0,1656.0,215.0,187.0,888.0,379.0,260.0,19.0,0.4852985434566502,2021.0,38.71108328783685,-9.14714872133468,25.0,0,0.0,16234.0,0
Bsc. William Younglas,4.0,2.0,1.0,6.0,25251.0,6400.0,6.0,750.0,1214.0,1248.0,571.0,1429.0,15.0,,42.0,279.0,0.3008251325457813,2008.0,38.77846403458701,-9.190803348558314,82.0,0,6.0,36920.0,1
Jonathan Donohue,2.0,1.0,2.0,2.0,6984.0,1111.0,10.0,34.0,331.0,379.0,472.0,496.0,150.0,46.0,205.0,30.0,0.500573903455235,2014.0,38.748093165882445,-9.15640129994666,34.0,0,3.0,10208.0,0
Bsc. Vickie Harris,0.0,0.0,0.0,2.0,31845.0,5588.0,,1082.0,926.0,1330.0,1246.0,798.0,1278.0,540.0,473.0,160.0,0.2362392606827804,2011.0,38.774774234142,-9.149984543631495,46.0,1,0.0,45106.0,1
Bsc. Dorothy Mckinney,5.0,4.0,2.0,1.0,42476.0,4713.0,9.0,473.0,446.0,1581.0,1589.0,1647.0,1723.0,,561.0,325.0,0.0678709715913157,2015.0,38.71101041464823,-9.165050305956456,74.0,1,9.0,55209.0,1
Priscilla Luna,0.0,0.0,2.0,2.0,14905.0,9592.0,17.0,264.0,548.0,1018.0,409.0,902.0,225.0,1745.0,176.0,135.0,0.0652851118847974,2021.0,38.76221466126643,-9.17895108342567,56.0,1,0.0,29784.0,1
Phd. Marlene Osborn,1.0,1.0,,5.0,8249.0,2596.0,14.0,1670.0,240.0,401.0,14.0,69.0,907.0,197.0,346.0,76.0,0.1198036634567571,2013.0,38.71448916190264,-9.182294029932734,47.0,1,2.0,14689.0,1
Msc. Anna Boylan,1.0,1.0,0.0,4.0,10730.0,1336.0,11.0,1173.0,725.0,145.0,67.0,131.0,2615.0,34.0,361.0,104.0,0.0861960711783819,2020.0,38.74899138098742,-9.164943303447556,39.0,1,2.0,17317.0,1
Bsc. Claudia Evans,2.0,1.0,1.0,3.0,35086.0,3779.0,20.0,243.0,972.0,747.0,1020.0,1494.0,1164.0,189.0,251.0,237.0,0.289486315407389,2017.0,38.71709948336182,-9.160422068972812,48.0,1,3.0,44945.0,1
Arlene Young,0.0,0.0,2.0,4.0,12714.0,710.0,14.0,125.0,85.0,187.0,1191.0,286.0,137.0,0.0,405.0,11.0,0.635123093518108,2016.0,38.765310085467135,-9.133373301362608,55.0,1,0.0,15840.0,1
Msc. Kenneth Williams,0.0,1.0,0.0,4.0,7623.0,562.0,9.0,2082.0,551.0,160.0,136.0,157.0,2172.0,78.0,287.0,59.0,0.1653309283031728,2016.0,38.7390292590036,-9.166960501608498,54.0,0,1.0,13808.0,1
Bsc. Mavis Lengerich,2.0,1.0,0.0,3.0,6694.0,945.0,7.0,1425.0,752.0,499.0,211.0,316.0,1552.0,91.0,237.0,139.0,0.1819916500682206,2016.0,38.73088980868065,-9.164085138245335,83.0,1,3.0,12722.0,1
Bsc. Mark Noel,0.0,1.0,1.0,5.0,41159.0,2370.0,8.0,208.0,758.0,781.0,1066.0,629.0,1629.0,334.0,427.0,205.0,,2009.0,38.719440326549964,-9.134201964655915,85.0,0,1.0,49361.0,1
Phd. Ray Holmes,1.0,0.0,1.0,5.0,7664.0,1440.0,15.0,1929.0,663.0,161.0,76.0,42.0,1252.0,258.0,180.0,160.0,0.2455351295730319,2015.0,38.77128885454024,-9.10811106931646,46.0,0,1.0,13665.0,1
Msc. Arthur Webb,0.0,1.0,0.0,1.0,21917.0,1113.0,7.0,157.0,424.0,540.0,504.0,524.0,591.0,27.0,658.0,85.0,0.1901379987420332,2008.0,38.74151087971485,-9.147937294105253,61.0,0,1.0,26455.0,1
Andrew Dorsey,0.0,0.0,0.0,2.0,10186.0,4114.0,22.0,83.0,231.0,2446.0,425.0,440.0,26.0,417.0,322.0,34.0,0.7124148072762924,2029.0,38.72489256300117,-9.162717604440564,24.0,0,0.0,18690.0,0
James Moore,2.0,0.0,2.0,2.0,10808.0,1323.0,9.0,238.0,214.0,698.0,409.0,627.0,799.0,144.0,264.0,70.0,0.361957509568218,2020.0,38.747383891254486,-9.156118002540143,32.0,0,2.0,15524.0,0
Billie Schoenfeld,0.0,1.0,0.0,3.0,10142.0,535.0,23.0,706.0,116.0,118.0,787.0,48.0,33.0,708.0,204.0,51.0,0.5062202550370448,2014.0,38.72597263659302,-9.126096842088218,39.0,1,1.0,13397.0,1
Bsc. Tasha Martin,1.0,1.0,0.0,1.0,10290.0,984.0,7.0,968.0,224.0,357.0,953.0,718.0,1394.0,14.0,424.0,119.0,0.1271279080942627,2011.0,38.73646730448183,-9.137864059412168,72.0,1,2.0,16326.0,1
Phd. Stephen Smith,1.0,1.0,1.0,6.0,9400.0,4469.0,20.0,2058.0,327.0,400.0,34.0,53.0,679.0,136.0,432.0,61.0,0.0790673201299338,2012.0,38.78578704225674,-9.12465681947739,60.0,0,2.0,17988.0,1
Lester Tuttle,1.0,0.0,1.0,4.0,955.0,389.0,9.0,395.0,28.0,202.0,692.0,225.0,787.0,21.0,432.0,97.0,0.5910797207693916,2019.0,38.719833745117306,-9.167606909450516,34.0,0,1.0,4126.0,1
Msc. Charles Mcknight,1.0,0.0,0.0,3.0,7954.0,749.0,10.0,1888.0,562.0,92.0,15.0,6.0,2449.0,136.0,,119.0,0.1722517146575029,2016.0,38.73419348690444,-9.185957373252036,40.0,0,1.0,13851.0,1
Phd. Norma May,0.0,1.0,2.0,5.0,17319.0,2323.0,14.0,827.0,330.0,1690.0,148.0,809.0,721.0,374.0,313.0,13.0,0.0983177216046857,2020.0,38.77566036315321,-9.11350864518866,79.0,1,1.0,24854.0,0
Msc. Gloria Peterson,1.0,1.0,1.0,3.0,33320.0,1594.0,8.0,422.0,496.0,396.0,1308.0,1149.0,1144.0,221.0,465.0,357.0,0.7992775919854764,2003.0,38.7168711953212,-9.139365262320402,76.0,1,2.0,40515.0,1
Richard Daugherty,2.0,0.0,2.0,1.0,8880.0,631.0,9.0,188.0,181.0,861.0,538.0,187.0,530.0,,685.0,21.0,0.8288124755988868,2016.0,38.74732135443836,-9.157009947616908,33.0,0,2.0,12681.0,0
Laura Beery,0.0,0.0,0.0,2.0,12073.0,3225.0,21.0,61.0,225.0,1609.0,327.0,488.0,73.0,269.0,329.0,19.0,0.0733199224317814,2028.0,38.74624045179475,-9.166745608259166,25.0,1,0.0,18679.0,0
Phd. Anne Maier,1.0,1.0,1.0,4.0,56311.0,21.0,8.0,367.0,804.0,573.0,1167.0,886.0,857.0,165.0,408.0,294.0,1.0,2018.0,38.72239502001248,-9.183073949860908,62.0,1,2.0,61559.0,1
Bsc. Annie Bethea,2.0,0.0,0.0,4.0,15872.0,1447.0,9.0,228.0,637.0,321.0,269.0,56.0,1871.0,134.0,246.0,153.0,0.1662616009121784,2015.0,38.73448151857521,-9.15490000107852,85.0,1,2.0,21081.0,1
Steven Mayer,2.0,1.0,2.0,2.0,10039.0,1462.0,11.0,310.0,193.0,472.0,545.0,274.0,307.0,165.0,400.0,90.0,0.7814767695813378,2021.0,38.7484026647801,-9.156007208198496,31.0,0,3.0,14167.0,0
Phd. Mark Jimenez,3.0,1.0,1.0,7.0,22493.0,5272.0,8.0,1207.0,449.0,1512.0,1614.0,2726.0,1604.0,506.0,326.0,170.0,0.1726579449338302,2013.0,38.78692888492043,-9.140387692001992,73.0,0,4.0,37709.0,1
Brice Johnson,2.0,1.0,2.0,1.0,9669.0,807.0,6.0,289.0,129.0,548.0,467.0,386.0,456.0,56.0,40.0,50.0,0.433394164903002,2021.0,38.74744812399432,-9.157368759155371,33.0,0,3.0,12847.0,0
Phd. Maria Martin,2.0,1.0,1.0,4.0,44216.0,8363.0,20.0,431.0,795.0,786.0,1118.0,1582.0,1791.0,439.0,406.0,284.0,0.0828657352400089,2011.0,38.779009285707474,-9.134676896487756,59.0,1,3.0,59927.0,1
Phd. April Pregler,1.0,3.0,1.0,1.0,11191.0,1505.0,8.0,1720.0,535.0,302.0,74.0,15.0,1580.0,,311.0,44.0,0.1046220256730783,2013.0,38.73744570145652,-9.183008235096077,49.0,1,4.0,17233.0,1
Msc. Mason Moore,2.0,1.0,3.0,4.0,15467.0,4178.0,21.0,142.0,781.0,525.0,825.0,1354.0,1218.0,324.0,271.0,91.0,0.9027675867103324,2016.0,38.783993941723,-9.1348956931307,40.0,0,3.0,25085.0,1
Bsc. Ruby Johnson,1.0,1.0,1.0,3.0,11852.0,2958.0,15.0,2240.0,429.0,596.0,57.0,,917.0,194.0,249.0,123.0,0.0978853580644595,2019.0,38.73458566617385,-9.195893797346232,70.0,1,2.0,19492.0,1
