customer_name,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,latitude,longitude,age,female,total_kids,total_lifetime_spend,average_value_per_product,has_loyalty_card,lifetime_spend_groceries_prop,lifetime_spend_electronics_prop,lifetime_spend_vegetables_prop,lifetime_spend_nonalcohol_drinks_prop,lifetime_spend_alcohol_drinks_prop,lifetime_spend_meat_prop,lifetime_spend_fish_prop,lifetime_spend_hygiene_prop,lifetime_spend_videogames_prop,lifetime_spend_petfood_prop,Cluster,cluster
Msc. Candice Seal,1.0,3.0,14292.0,4206.0,15.0,370.0,1491.0,1340.0,764.0,1344.0,529.0,71.0,384.0,269.0,0.4290002753313004,2014.0,38.72021929456283,-9.183173335068313,78.0,1,2.0,24791.0,92.15985130111524,1,0.5764995361219798,0.1696583437537816,0.0149247710862813,0.0601427937557984,0.0540518736638296,0.0308176354322133,0.054213222540438,0.021338388931467,0.0028639425597999,0.0154894921544108,0,0
Jerry Ray,0.0,4.0,655.0,345.0,23.0,238.0,189.0,90.0,871.0,182.0,447.0,,346.0,31.0,1.0,2014.0,38.78717720850445,-9.134331990979677,43.0,1,1.0,3363.0,108.48387096774194,1,0.1947665774606006,0.1025869759143621,0.0707701457032411,0.0561998215878679,0.0267618198037466,0.2589949449895926,0.0541183467142432,0.1329170383586083,0.0,0.1028843294677371,2,2
Bsc. William Farlow,1.0,3.0,28762.0,4078.0,6.0,864.0,698.0,2772.0,971.0,1224.0,1101.0,399.0,269.0,160.0,0.2719692349820864,2006.0,38.724376326288734,-9.17999031867951,85.0,0,5.0,41138.0,257.1125,1,0.6991589284846128,0.0991297583742525,0.0210024794593806,0.0169672808595459,0.0673829549321795,0.0236034809665029,0.0297535125674558,0.0267635762555301,0.0096990616947834,0.0065389664057562,0,0
Francis Kozak,1.0,2.0,718.0,14754.0,22.0,2.0,607.0,929.0,972.0,627.0,178.0,1269.0,213.0,139.0,0.4102919417576295,2017.0,38.73316915603912,-9.178473666126358,73.0,1,1.0,20269.0,145.82014388489208,0,0.0354235532093344,0.7279096156692486,9.867285016527702e-05,0.0299472100251615,0.0458335389017711,0.0479550051803246,0.0309339385268143,0.0087818836647096,0.0626079234298682,0.010508658542602,1,1
Bsc. Alfred Frost,1.0,2.0,42141.0,5053.0,9.0,859.0,599.0,1935.0,519.0,1141.0,1026.0,533.0,545.0,234.0,0.2614957978000653,2023.0,38.77092832061247,-9.157880971935723,31.0,0,11.0,54351.0,232.2692307692308,1,0.7753491196114147,0.0929697705653989,0.0158046770068627,0.0110209563761476,0.0356019208478224,0.0095490423359275,0.0209931739986384,0.0188772975658221,0.009806627292966,0.010027414398999,0,0
Phd. James Riley,0.0,1.0,6528.0,951.0,10.0,1650.0,428.0,105.0,101.0,115.0,2570.0,6.0,337.0,126.0,0.1976694842895279,2019.0,38.75059834688715,-9.193391199421171,73.0,0,3.0,12791.0,101.515873015873,1,0.5103588460636385,0.0743491517473223,0.1289969509811586,0.0334610272848096,0.0082088968806191,0.0078961769994527,0.0089906965835352,0.200922523649441,0.0004690798217496,0.026346649988273,4,4
Patricia Silva,1.0,6.0,15518.0,860.0,14.0,299.0,141.0,97.0,1457.0,290.0,380.0,37.0,377.0,75.0,0.6919870505522902,2020.0,38.77379614357511,-9.138765224878428,70.0,1,2.0,19456.0,259.41333333333336,1,0.797594572368421,0.0442023026315789,0.015368009868421,0.0072471217105263,0.0049856085526315,0.0748869243421052,0.0149054276315789,0.01953125,0.0019017269736842,0.0193770559210526,0,0
Msc. Margaret Keys,1.0,1.0,32653.0,4039.0,11.0,1119.0,939.0,1530.0,2350.0,1860.0,1463.0,556.0,875.0,339.0,0.3028094113740782,2003.0,38.73702586111864,-9.19055158496204,72.0,1,9.0,47384.0,139.77581120943952,1,0.6891144690190781,0.0852397433732905,0.0236155664359277,0.0198168158028026,0.0322893803815634,0.0495947999324666,0.0392537565422927,0.0308754009792334,0.0117339186223197,0.0184661489110248,2,2
Robert Williams,2.0,6.0,15251.0,359.0,9.0,250.0,457.0,192.0,267.0,1045.0,1244.0,381.0,369.0,120.0,0.8323267016732299,2013.0,38.73795065582569,-9.041945148837096,70.0,0,2.0,19815.0,165.125,0,0.7696694423416603,0.0181175876860963,0.0126167045167802,0.0230633358566742,0.0096896290688872,0.0134746404239212,0.0527378248801413,0.0627807216754983,0.019227857683573,0.0186222558667676,0,0
Lynn Chandler,3.0,2.0,58377.0,,22.0,770.0,440.0,370.0,935.0,1429.0,743.0,304.0,501.0,87.0,,2014.0,38.71639067944261,-9.154236006744553,78.0,1,4.0,63869.0,734.1264367816092,1,0.9140114922732469,0.0,0.012055926975528,0.0068891011288731,0.0057931077674615,0.0146393398988554,0.0223739216208176,0.0116331866789835,0.0047597425981305,0.0078441810581033,0,0
Bsc. Veronica Shaffer,1.0,4.0,21512.0,3201.0,22.0,417.0,601.0,633.0,1633.0,480.0,361.0,220.0,320.0,163.0,0.4047298801951116,2013.0,38.77466891186876,-9.145633962888311,55.0,1,1.0,29378.0,180.23312883435585,1,0.7322486214173871,0.108959085029614,0.0141942950507182,0.0204574851930015,0.0215467356525291,0.0555858125127646,0.016338756892913,0.012288106746545,0.0074885969092518,0.0108925045952753,0,0
John Vigil,1.0,1.0,12816.0,13484.0,8.0,93.0,554.0,1169.0,1011.0,1581.0,139.0,1241.0,234.0,86.0,0.2098952542575774,2018.0,38.73372336577683,-9.18651626914859,81.0,0,0.0,32322.0,375.8372093023256,0,0.3965101169482086,0.4171771548790298,0.0028772971969556,0.0171400284635851,0.0361673163789369,0.031279005012066,0.0489140523482457,0.0043004764556648,0.0383949013056122,0.0072396510116948,0,0
Luz Jones,0.0,8.0,3662.0,6.0,12.0,1005.0,140.0,133.0,590.0,398.0,510.0,126.0,35.0,71.0,0.6137607314160696,2021.0,38.75023526171564,-9.196340285605984,42.0,1,4.0,6605.0,93.02816901408453,0,0.5544284632853899,0.0009084027252081,0.1521574564723694,0.0211960635881907,0.0201362604087812,0.0893262679788039,0.0602573807721423,0.0772142316426949,0.0190764572293716,0.0052990158970476,2,2
Msc. Richard Altamirano,,4.0,3334.0,922.0,8.0,676.0,293.0,125.0,9.0,135.0,1626.0,88.0,384.0,145.0,0.0659463008186436,2018.0,38.75025713360691,-9.107275946314564,30.0,0,2.0,7592.0,52.358620689655176,1,0.4391464699683878,0.1214436248682824,0.0890410958904109,0.0385932560590094,0.0164646996838777,0.0011854583772391,0.0177818756585879,0.2141728134878819,0.0115911485774499,0.0505795574288725,4,4
Phd. Edward Rulli,0.0,1.0,32512.0,4433.0,9.0,1222.0,779.0,1054.0,1457.0,1932.0,621.0,331.0,350.0,379.0,0.2222174699408282,2028.0,38.75420830820398,-9.119931116563052,25.0,0,5.0,44691.0,117.91820580474932,1,0.727484280951422,0.0991922310979839,0.0273433129712917,0.0174308026224519,0.0235841668344856,0.0326016423888478,0.0432301805732697,0.0138954151842652,0.0074064129243024,0.0078315544516793,0,0
Phd. Kira Allen,0.0,4.0,25365.0,3688.0,8.0,229.0,578.0,677.0,869.0,318.0,916.0,293.0,251.0,181.0,0.4963190221628015,2010.0,38.74515885949511,-9.156252276773577,61.0,1,2.0,33184.0,183.33701657458565,1,0.7643743972999035,0.1111378977820636,0.0069009161041465,0.0174180327868852,0.0204013982642237,0.026187319189971,0.009582931533269,0.0276036644165863,0.008829556412729,0.0075638862102217,0,0
Phd. Robert Becker,0.0,5.0,12907.0,812.0,10.0,1786.0,532.0,298.0,81.0,91.0,2420.0,95.0,456.0,107.0,0.2592459579293649,2018.0,38.73663427803278,-9.079112698753626,70.0,0,4.0,19478.0,182.0373831775701,1,0.6626450354245815,0.0416880583222096,0.09169319231954,0.0273128657973097,0.0152993120443577,0.0041585378375603,0.0046719375705924,0.1242427353937776,0.0048772974638053,0.0234110278262655,4,4
Msc. Jeremy Bostrom,0.0,3.0,5105.0,1374.0,6.0,2066.0,334.0,403.0,46.0,11.0,920.0,190.0,42.0,97.0,0.1545743232863159,2019.0,38.73036860132482,-9.137845575870587,39.0,0,2.0,10491.0,108.15463917525771,1,0.486607568391955,0.130969402344867,0.1969307025069107,0.0318368125059574,0.0384138785625774,0.0043847107044133,0.0010485177771423,0.0876942140882661,0.0181107616051853,0.0040034315127251,4,4
Phd. John Scovel,1.0,4.0,13345.0,6688.0,14.0,173.0,642.0,523.0,1199.0,893.0,950.0,200.0,,424.0,0.003101653216007,2015.0,38.73871095263075,-9.16123556488924,51.0,0,3.0,24613.0,58.0495283018868,1,0.5421931499614026,0.2717263234875878,0.007028805915573,0.0260837768658838,0.0212489334904318,0.0487140941778734,0.036281639783854,0.0385974891317596,0.0081257871856336,0.0,0,0
Bsc. Edward Austin,1.0,3.0,7634.0,2191.0,14.0,922.0,579.0,287.0,211.0,298.0,1828.0,163.0,643.0,134.0,0.215045729280928,2015.0,38.73537210563887,-9.07749492497793,33.0,0,1.0,14756.0,110.11940298507464,1,0.5173488750338845,0.1484819734345351,0.0624830577392247,0.0392382759555435,0.0194497153700189,0.0142992680943345,0.0201951748441312,0.1238818107888316,0.0110463540254811,0.0435754947140146,4,4
Msc. Nathan Kelley,0.0,2.0,12607.0,794.0,14.0,1259.0,426.0,40.0,271.0,85.0,1606.0,95.0,388.0,91.0,0.0827307959362807,2018.0,38.74136905036071,-9.11104623509091,53.0,0,1.0,17571.0,193.0879120879121,1,0.7174890444482386,0.0451880940185532,0.0716521541175801,0.0242444937681406,0.0022764782880883,0.0154231404017984,0.0048375163621876,0.0914006032667463,0.0054066359342097,0.0220818393944567,4,4
Msc. Isabel Babers,0.0,1.0,12503.0,1033.0,18.0,1803.0,220.0,490.0,26.0,141.0,552.0,298.0,165.0,89.0,0.1603596325712208,2013.0,38.75706675996995,-9.12113579343734,73.0,1,1.0,17231.0,193.6067415730337,1,0.7256108177122628,0.0599500899541524,0.1046369914688642,0.0127676861470605,0.0284371191457257,0.0015089083628344,0.0081829261215251,0.0320352852417155,0.0172944112355638,0.0095757646102953,3,3
Msc. Christine Anderson,1.0,5.0,22097.0,2452.0,15.0,916.0,1028.0,639.0,946.0,101.0,281.0,349.0,401.0,255.0,0.4864634066061919,2015.0,38.76259614942884,-9.124245744197466,71.0,1,1.0,29210.0,114.54901960784314,1,0.7564875042793564,0.0839438548442314,0.0313591235878123,0.0351934269085929,0.0218760698390962,0.0323861691201643,0.0034577199589181,0.0096199931530297,0.0119479630263608,0.0137281752824375,0,0
Deborah Hord,1.0,4.0,20981.0,23.0,17.0,1501.0,98.0,190.0,,346.0,168.0,466.0,306.0,28.0,0.7892575110754227,2014.0,38.74306810577075,-9.164932058315122,85.0,1,1.0,24079.0,859.9642857142857,1,0.8713401719340504,0.0009551891689854,0.062336475767266,0.0040699364591552,0.0078906931350969,0.0,0.0143693674986502,0.0069770339299804,0.019352963162922,0.012708168943893,3,3
Arthur Bogosh,1.0,1.0,758.0,1739.0,23.0,316.0,68.0,1020.0,816.0,1511.0,602.0,417.0,167.0,83.0,0.510253990350803,2021.0,38.71793657848574,-9.13932536593131,44.0,0,1.0,7414.0,89.32530120481928,0,0.1022390072835176,0.2345562449420016,0.0426220663609387,0.0091718370650121,0.1375775559751821,0.1100620447801456,0.2038036147828432,0.0811977340167251,0.0562449420016185,0.0225249527920151,2,2
Bsc. Jacob Ramage,1.0,4.0,18048.0,5264.0,8.0,373.0,840.0,902.0,1014.0,559.0,1001.0,308.0,317.0,334.0,0.1991040557803094,2012.0,38.78658571717342,-9.121518432330728,81.0,0,3.0,28626.0,85.7065868263473,1,0.630475791238734,0.1838887724446307,0.0130301124851533,0.0293439530496751,0.0315098162509606,0.0354223433242506,0.0195277020890099,0.0349682107175295,0.0107594494515475,0.0110738489485083,0,0
Robert Gomez,1.0,4.0,13271.0,29.0,6.0,1072.0,155.0,165.0,1003.0,388.0,648.0,141.0,40.0,80.0,1.0,2013.0,38.71179865151269,-9.160087684908898,81.0,0,3.0,16912.0,211.4,1,0.7847090823084201,0.0017147587511825,0.0633869441816461,0.0091650898770104,0.0097563859981078,0.0593070009460737,0.0229422894985808,0.0383159886471144,0.0083372753074739,0.0023651844843897,0,0
Phd. Charles Patten,0.0,1.0,28441.0,145.0,8.0,456.0,205.0,32.0,834.0,665.0,1134.0,249.0,293.0,120.0,,2026.0,38.76035543418691,-9.146382075196906,27.0,0,1.0,32454.0,270.45,1,0.8763480618721883,0.004467862204967,0.0140506563135514,0.0063166327725395,0.000986010969372,0.0256979108892586,0.0204905404572625,0.0349417637271214,0.0076723978554261,0.0090281629383126,0,0
Phd. Sheila Salas,0.0,2.0,16531.0,662.0,8.0,448.0,557.0,,827.0,660.0,804.0,149.0,498.0,264.0,0.1073218183811935,2014.0,38.74146154334411,-9.164058404594256,62.0,1,1.0,21136.0,80.06060606060606,1,0.7821252838758517,0.0313209689629068,0.0211960635881907,0.0263531415594246,0.0,0.0391275548826646,0.031226343679031,0.0380393641180923,0.0070495836487509,0.023561695685087,0,0
Msc. Jennifer Buzard,,3.0,14643.0,2318.0,16.0,2151.0,145.0,332.0,49.0,36.0,526.0,178.0,243.0,54.0,0.110495720781103,2014.0,38.77881058647417,-9.17849031651748,84.0,1,2.0,20621.0,381.8703703703704,1,0.7101013529896707,0.1124096794529848,0.1043111391300131,0.0070316667474904,0.0161000921390815,0.0023762184181174,0.0017457931235148,0.0255079773046893,0.0086319771107123,0.0117841035837253,3,3
Amy Alexander,1.0,5.0,26877.0,2311.0,10.0,501.0,574.0,942.0,680.0,629.0,393.0,59.0,494.0,142.0,0.018062932402262,2021.0,38.79246576854676,-9.10559810371516,63.0,1,1.0,33460.0,235.6338028169014,0,0.8032576210400478,0.0690675433353257,0.0149731022115959,0.0171548117154811,0.0281530185295875,0.0203227734608487,0.0187985654512851,0.0117453676031081,0.0017632994620442,0.0147638971906754,0,0
Msc. Billy Silvia,2.0,4.0,51509.0,781.0,14.0,228.0,650.0,608.0,1037.0,1003.0,1439.0,209.0,165.0,228.0,0.2801464131690082,2029.0,38.7522140870346,-9.13453841230942,25.0,0,2.0,57629.0,252.75877192982452,1,0.8938034670044596,0.0135522046192021,0.003956341425324,0.011279043537108,0.0105502438008641,0.0179944125353554,0.0174044317964913,0.0249700671536899,0.003626646306547,0.0028631418209581,0,0
Carolyn Petaway,1.0,5.0,21591.0,169.0,20.0,1220.0,348.0,517.0,795.0,522.0,636.0,70.0,11.0,262.0,0.7881538023182518,2019.0,38.73229253212916,-9.192426916202416,68.0,1,1.0,25879.0,98.77480916030534,0,0.8343058077978284,0.0065303914370725,0.0471424707291626,0.0134471965686463,0.0199775880057189,0.0307198887128559,0.0201707948529695,0.0245759109702847,0.0027048958615093,0.0004250550639514,0,0
Lincoln Binette,2.0,6.0,15095.0,2400.0,14.0,192.0,301.0,385.0,497.0,862.0,272.0,334.0,94.0,120.0,0.7698783010547376,2016.0,38.79182877918688,-9.16141790807639,55.0,0,0.0,20432.0,170.26666666666668,0,0.7387920908379013,0.1174628034455755,0.009397024275646,0.0147317932654659,0.018842991386061,0.0243245888801879,0.0421887235708692,0.0133124510571652,0.0163469068128426,0.004600626468285,0,0
Msc. Thomas Parrish,0.0,3.0,13876.0,3344.0,6.0,2299.0,516.0,89.0,151.0,143.0,2130.0,77.0,444.0,115.0,0.0814742789154712,2014.0,38.75481366658816,-9.17417107004595,60.0,0,2.0,23069.0,200.6,1,0.6014998482812433,0.144956435042698,0.0996575490918548,0.0223676795699856,0.0038579912436603,0.0065455806493562,0.006198794919589,0.0923317005505223,0.0033378126490094,0.0192466080020807,4,4
Bsc. Marie Fink,2.0,4.0,19002.0,6608.0,8.0,745.0,1042.0,1199.0,1362.0,998.0,278.0,535.0,264.0,354.0,0.1258326988223915,2020.0,38.734653132973406,-9.178260056699369,31.0,1,2.0,32033.0,90.48870056497177,1,0.593200761714482,0.2062872662566728,0.0232572659444947,0.0325289545156557,0.0374301501576499,0.0425186526394655,0.0311553710236318,0.0086785502450597,0.0167015265507445,0.0082415009521431,0,0
Norman Bradford,1.0,4.0,15072.0,828.0,7.0,180.0,762.0,360.0,738.0,468.0,547.0,,242.0,213.0,0.5448996886863138,2016.0,38.697814927450814,-9.11133253972446,59.0,0,1.0,19197.0,90.12676056338027,0,0.785122675418034,0.0431317393342709,0.0093764650726676,0.0396937021409595,0.0187529301453352,0.0384435067979371,0.0243788091889357,0.0284940355263843,0.0,0.0126061363754753,0,0
Carla Rollins,2.0,6.0,15784.0,2298.0,21.0,511.0,692.0,606.0,527.0,120.0,127.0,,484.0,247.0,0.6186605849063721,2015.0,38.79582292227713,-9.124102719167222,42.0,1,2.0,21149.0,85.62348178137651,0,0.7463237032483805,0.1086576197456144,0.0241618989077497,0.0327202231784008,0.0286538370608539,0.0249184358598515,0.0056740271407631,0.0060050120573076,0.0,0.022885242801078,0,0
Msc. Vernon Helms,1.0,1.0,633.0,305.0,17.0,2127.0,496.0,337.0,50.0,68.0,741.0,,351.0,62.0,0.0423640201434983,2014.0,38.75079685868777,-9.16433728350346,81.0,0,3.0,5108.0,82.38709677419355,1,0.1239232576350822,0.0597102584181675,0.4164056382145654,0.0971025841816758,0.0659749412685982,0.0097885669537979,0.0133124510571652,0.1450665622552858,0.0,0.0687157400156617,4,4
Mark Arnold,2.0,1.0,8619.0,878.0,10.0,187.0,310.0,794.0,633.0,33.0,332.0,113.0,146.0,66.0,0.8180551722355045,2018.0,38.74805978130801,-9.157115432659133,33.0,0,1.0,12045.0,182.5,0,0.7155666251556663,0.0728933167289331,0.0155251141552511,0.0257368202573682,0.0659194686591946,0.0525529265255292,0.0027397260273972,0.027563304275633,0.0093814860938148,0.0121212121212121,0,0
Alesia Rivera,0.0,2.0,8344.0,19733.0,18.0,212.0,579.0,1359.0,502.0,528.0,124.0,,387.0,92.0,0.2806992269137342,2015.0,38.72792109130671,-9.176733716902962,86.0,1,0.0,31768.0,345.30434782608694,0,0.2626542432636615,0.6211596575169982,0.0066733820196424,0.0182258876857214,0.0427788970032737,0.01580206497104,0.0166204986149584,0.0039032989171493,0.0,0.0121820700075547,0,0
Msc. Angela Marion,0.0,1.0,15174.0,495.0,7.0,723.0,371.0,874.0,1156.0,942.0,903.0,84.0,542.0,161.0,0.328725186778929,2016.0,38.76098504965059,-9.14065242360554,63.0,1,1.0,21264.0,132.07453416149067,1,0.7136004514672686,0.0232787810383747,0.0340011286681715,0.0174473288186606,0.0411023325808878,0.0543641835966892,0.0443002257336343,0.0424661399548532,0.0039503386004514,0.0254890895410082,2,2
Linda Thorson,0.0,6.0,26098.0,1426.0,14.0,286.0,711.0,913.0,438.0,81.0,719.0,23.0,271.0,71.0,,2020.0,38.751369083682334,-9.172676882221555,86.0,1,2.0,30966.0,436.1408450704225,0,0.8427953239036362,0.0460505070076858,0.0092359361880772,0.0229606665374927,0.0294839501388619,0.0141445456306917,0.0026157721371827,0.0232190144028934,0.0007427501130271,0.0087515339404508,0,0
Bsc. Cheri Baker,1.0,3.0,14609.0,1036.0,12.0,1662.0,397.0,228.0,368.0,98.0,1390.0,262.0,460.0,142.0,0.2213057368508737,2025.0,38.78078674066472,-9.139171460097058,29.0,1,2.0,20510.0,144.43661971830986,1,0.7122866894197952,0.0505119453924914,0.0810336421257923,0.0193564115065821,0.0111165285226718,0.0179424670892247,0.004778156996587,0.0677718186250609,0.0127742564602632,0.0224280838615309,3,3
Saul Henderson,2.0,1.0,2643.0,12609.0,17.0,367.0,660.0,1368.0,1084.0,1485.0,36.0,1237.0,420.0,88.0,0.1560594320984772,2015.0,38.73047991336461,-9.160276906168482,36.0,0,0.0,21909.0,248.9659090909091,0,0.1206353553334246,0.5755169108585513,0.0167511068510657,0.0301246063261673,0.0624400931124195,0.0494773837235839,0.0677803642338764,0.0016431603450636,0.0564608151901045,0.0191702040257428,1,1
Michelle Jurgens,0.0,7.0,18546.0,2845.0,9.0,136.0,548.0,396.0,781.0,414.0,142.0,175.0,589.0,152.0,,2015.0,38.72083269918245,-9.159254669210092,59.0,1,2.0,24572.0,161.6578947368421,0,0.7547615171740192,0.1157821911118346,0.0055347550056975,0.0223018069347224,0.0161159042812957,0.0317841445547777,0.016848445384991,0.0057789353735959,0.0071219273970372,0.0239703727820283,0,0
Bsc. Tonya Norstrand,0.0,4.0,33342.0,6913.0,6.0,264.0,1097.0,730.0,1267.0,1234.0,1736.0,342.0,359.0,280.0,0.5796162297524198,2017.0,38.78085542305673,-9.143964918792944,60.0,1,,47284.0,168.87142857142857,1,0.7051433888841891,0.1462016749851958,0.0055832839861263,0.0232002368665933,0.0154386261737585,0.026795533372811,0.0260976228745453,0.0367143219693765,0.0072328906183909,0.0075924202690127,0,0
Leigh Plantz,0.0,1.0,703.0,12376.0,18.0,135.0,528.0,1462.0,976.0,105.0,622.0,1701.0,307.0,112.0,0.2296291194450747,2016.0,38.761435445285656,-9.191407415570016,44.0,1,0.0,18915.0,168.88392857142858,0,0.0371662701559608,0.6542955326460481,0.007137192704203,0.0279143536875495,0.0772931535818133,0.0515992598466825,0.0055511498810467,0.032883954533439,0.0899286280729579,0.0162305048902987,1,1
Leonard Nichols,2.0,,9363.0,778.0,11.0,159.0,204.0,737.0,413.0,526.0,82.0,67.0,286.0,28.0,1.0,2014.0,38.747201602269286,-9.156439632749713,35.0,0,2.0,12615.0,450.5357142857143,0,0.7422116527942925,0.0616726119698771,0.0126040428061831,0.0161712247324613,0.0584225128814902,0.0327388030122869,0.0416963931827189,0.0065001981767736,0.0053111375346809,0.022671422909235,0,0
Erin Brown,0.0,2.0,10114.0,,22.0,79.0,457.0,1347.0,179.0,694.0,108.0,405.0,171.0,19.0,0.4941416036499627,2021.0,38.75380942428575,-9.149373144334188,26.0,1,0.0,13554.0,713.3684210526316,0,0.7462003836505828,0.0,0.0058285377010476,0.0337169839161871,0.0993802567507746,0.0132064335251586,0.05120259701933,0.0079681274900398,0.0298804780876494,0.0126162018592297,0,0
Bsc. Joseph Mcfarlin,0.0,4.0,18017.0,807.0,9.0,866.0,682.0,82.0,47.0,108.0,2191.0,250.0,403.0,145.0,0.1705485624284527,2016.0,38.78023735488576,-9.162111326741524,36.0,0,3.0,23453.0,161.7448275862069,1,0.7682172856351,0.0344092440199548,0.0369249136571014,0.029079435466678,0.0034963544109495,0.002004008016032,0.0046049545900311,0.0934208843218351,0.0106596171065535,0.0171833027757642,4,4
Ruby Magar,2.0,5.0,25590.0,2072.0,15.0,406.0,793.0,472.0,592.0,292.0,11.0,27.0,340.0,231.0,0.4497767789911067,2021.0,38.73032297140607,-9.036860347448542,34.0,1,2.0,30595.0,132.44588744588745,0,0.8364111782971073,0.0677234842294492,0.0132701421800947,0.0259192678542245,0.0154273574113417,0.0193495669226997,0.0095440431443046,0.0003595358718744,0.0008824971400555,0.0111129269488478,0,0
Nancy Mata,0.0,2.0,8927.0,563.0,22.0,9.0,403.0,1544.0,331.0,1284.0,137.0,350.0,18.0,2.0,0.5048186357948569,2021.0,38.73120543914315,-9.157774154963471,25.0,1,0.0,13566.0,6783.0,0,0.6580421642341147,0.041500810850656,0.0006634232640424,0.0297066194899012,0.1138139466312841,0.0243992333775615,0.0946483856700575,0.0100987763526463,0.0257997936016511,0.0013268465280849,0,0
Msc. Guadalupe Peterson,,1.0,1739.0,357.0,8.0,719.0,80.0,157.0,845.0,402.0,1179.0,101.0,279.0,195.0,0.206634512770848,2010.0,38.72806598784205,-9.139077066100777,72.0,1,3.0,5858.0,30.04102564102564,1,0.296858996244452,0.0609423011266643,0.1227381358825537,0.0136565380675998,0.0268009559576647,0.1442471833390235,0.0686241037896893,0.201263229771253,0.0172413793103448,0.0476271765107545,2,2
Victor Kerr,3.0,1.0,6564.0,2448.0,8.0,63.0,338.0,537.0,859.0,948.0,250.0,47.0,512.0,191.0,0.4629999894949583,2016.0,38.75817887166744,-9.18407464837405,80.0,0,5.0,12566.0,65.79057591623037,1,0.5223619290148018,0.1948113958300175,0.0050135285691548,0.0268979786726086,0.0427343625656533,0.0683590641413337,0.0754416679929969,0.0198949546395034,0.0037402514722266,0.040744867101703,2,2
Jordan Wheeler,2.0,3.0,11342.0,3054.0,8.0,124.0,244.0,713.0,357.0,397.0,59.0,90.0,213.0,37.0,0.1474724544252257,2020.0,38.74732522697779,-9.15685206328054,33.0,1,2.0,16593.0,448.4594594594595,0,0.6835412523353221,0.1840535165431206,0.0074730307961188,0.0147049960826854,0.0429699270776833,0.0215150967275357,0.0239257518230579,0.0035557162658952,0.0054239739649249,0.0128367383836557,0,0
Randy Kirby,2.0,1.0,10502.0,1209.0,7.0,137.0,168.0,955.0,,527.0,92.0,216.0,447.0,102.0,,2021.0,38.74866194755774,-9.156582768606992,35.0,0,2.0,14253.0,139.73529411764707,0,0.7368273345962254,0.0848242475268364,0.0096120115063495,0.0117869922121658,0.0670034378727285,0.0,0.0369746719988774,0.0064547814495194,0.0151547042727846,0.0313618185645127,0,0
Phd. William Hyman,1.0,3.0,16664.0,3660.0,11.0,2010.0,414.0,377.0,60.0,98.0,401.0,174.0,178.0,127.0,0.1421559671793075,2028.0,38.750091301299925,-9.1343359798228,26.0,0,1.0,24036.0,189.25984251968504,1,0.6932933932434682,0.1522715926110833,0.0836245631552671,0.0172241637543684,0.0156848061241471,0.0024962556165751,0.0040772175070727,0.0166833083707771,0.0072391412880678,0.0074055583291729,3,3
Bsc. Marie Chiles,0.0,7.0,11944.0,2135.0,14.0,2383.0,346.0,360.0,82.0,23.0,838.0,225.0,134.0,14.0,0.0283298077175383,2017.0,38.74507617477603,-9.124908505862122,78.0,1,1.0,18470.0,1319.2857142857142,1,0.6466702761234434,0.115592853275582,0.1290200324851109,0.0187330806713589,0.0194910665944775,0.0044396318354087,0.0012452625879805,0.0453708716838115,0.0121819166215484,0.0072550081212777,3,3
Bsc. Florence Boswell,0.0,2.0,16176.0,855.0,14.0,113.0,384.0,99.0,868.0,933.0,1143.0,342.0,593.0,175.0,,2012.0,38.74855925261695,-9.14479085867844,46.0,1,2.0,21506.0,122.89142857142858,1,0.7521621872965684,0.039756347065935,0.0052543476239189,0.0178554821910164,0.0046033665023714,0.0403608295359434,0.0433832418859853,0.0531479587091974,0.015902538826374,0.0275737003626894,0,0
Msc. Douglas Haase,1.0,2.0,4474.0,2148.0,18.0,1901.0,470.0,408.0,53.0,568.0,1140.0,121.0,189.0,41.0,0.2029478542392707,2015.0,38.73787893471047,-9.142603378454409,75.0,0,2.0,11472.0,279.8048780487805,1,0.3899930264993027,0.1872384937238493,0.165707810320781,0.0409693165969316,0.0355648535564853,0.0046199442119944,0.0495118549511854,0.0993723849372384,0.0105474198047419,0.0164748953974895,4,4
Bsc. Melanie Calhoun,1.0,4.0,50047.0,289.0,8.0,108.0,873.0,523.0,976.0,617.0,1529.0,360.0,,345.0,0.5541332911374794,2005.0,38.75134903873105,-9.171726265374812,72.0,1,1.0,55322.0,160.3536231884058,1,0.9046491450056036,0.0052239615342901,0.0019522070785582,0.0157803405516792,0.009453743537833,0.0176421676728968,0.0111528867358374,0.0276381909547738,0.0065073569285275,0.0,0,0
Msc. Michael Corral,1.0,3.0,36782.0,3564.0,9.0,698.0,350.0,763.0,1383.0,1419.0,1208.0,607.0,389.0,251.0,0.0092554201666786,2021.0,38.72960158069254,-9.154380529877445,61.0,0,8.0,47163.0,187.9003984063745,1,0.7798910162627484,0.0755677119776095,0.0147997370820346,0.0074210716027394,0.0161779360939719,0.0293238343616818,0.0300871445836778,0.0256132985603121,0.0128702584653223,0.0082479910099018,0,0
